fiscal_year,organization_name,project_name,city,province,region,community_type,grant_or_contribution,amount_approved,presenter_type,disciplines,audiences,project_sub_type,project_type,amount_category,disciplines_media_art,disciplines_music,disciplines_theatre,disciplines_performance_art,disciplines_dance,disciplines_comedy,disciplines_circus,disciplines_other,disciplines_literature,disciplines_visual_arts,disciplines_storytelling,disciplines_variety,disciplines_heritage_centre/site,disciplines_cinema,audiences_cultural_diversity,audiences_young_audience,audiences_none,audiences_indigenous_communities,audiences_official_language_minority,audiences_rural_or_remote_regions
2017-2018,Centre des auteurs dramatiques (MontrÃÂ©al) (CEAD) inc.,"DRAMATURGIES EN DIALOGUE 2016 (activitÃÂ©s de diffusion, sensibilisation, rÃÂ©seautage, mÃÂ©ditation et dÃÂ©velop. d'auditoire) - Multi Year (2 of 2)",MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,13000,Specialized,['Theatre'],['Cultural Diversity'],Programming,Festival,$12.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-2017,Alberta Book Fair Society,LitFest: Edmonton's Nonfiction Festival - Multi Year (1 of 2),Edmonton,Alberta,Western,Large Urban,Grant,14000,Specialized,['Literature'],['Indigenous Communities'],Programming,Festival,$12.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2017-2018,Winterset in Summer inc.,Winterset in Summer Literary Festival - Multi Year (2 of 2),Eastport,Newfoundland and Labrador,Atlantic,Remote,Grant,9000,Specialized,['Literature'],['Young Audience'],Programming,Festival,$8.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Full Circle: First Nations Performance Society,Talking Stick Festival 2017 and 2018 - Multi Year (2 of 2),Vancouver,British Columbia,Western,Large Urban,Contribution,50000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['Indigenous Communities'],Programming,Festival,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017-2018,Corporation de dÃÂ©veloppement des arts et de la culture de Ville de La Tuque,"Programmation en arts de la scÃÂ¨ne du Complexe Culturel FÃÂ©lix-Leclerc, 2016-2017 et 2017-2018 - Multi Year (2 of 2)",La Tuque,Quebec,Quebec,Rural,Grant,45000,Multidisciplinary,"['Music', 'Theatre', 'Comedy', 'Other']","['Official Language Minority', 'Young Audience', 'Indigenous Communities']",Programming,Series,$23.0K,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False
2017-2018,"Toronto Festival of Arts, Culture and Creativity",Luminato Festival 2017,Toronto,Ontario,Ontario,Large Urban,Contribution,800000,Multidisciplinary,"['Visual Arts', 'Dance', 'Literature', 'Music', 'Theatre']",['None'],Programming,Festival,$50.0K,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
2016-2017,Stratford Arts Foundation (The),Stratford Summer Music - Multi Year (1 of 2),Stratford,Ontario,Ontario,Rural,Grant,35000,Specialized,['Music'],['None'],Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Mission Folk Music Festival Society,Mission Folk Music Festival - Multi Year (1 of 2),Mission,British Columbia,Western,Rural,Grant,24000,Specialized,['Music'],['Indigenous Communities'],Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017-2018,Guelph Contemporary Dance Festival,Guelph Dance Festival 2016 and Guelph Dance Festival 2017 - Multi Year (2 of 2),Guelph,Ontario,Ontario,Medium Urban,Grant,40000,Specialized,['Dance'],['Young Audience'],Programming,Festival,$23.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Citadel + Compagnie,Bright Nights,Toronto,Ontario,Ontario,Large Urban,Grant,10000,Specialized,['Dance'],['Official Language Minority'],Development,Festival,$8.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,Edmonton Folk Music Festival Society (The),Folk Music Festival - Multi Year (1 of 4),Edmonton,Alberta,Western,Large Urban,Grant,100000,Specialized,['Music'],['None'],Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Productions de la ChantEauFÃÂªte (Les),La ChantEauFÃÂªte de Charlevoix - 16e ÃÂ©dition (2016-2017),Saint-SimÃÂ©on,Quebec,Quebec,Remote,Grant,12000,Specialized,['Music'],['Young Audience'],Programming,Festival & Series,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Camrose Performing Arts Centre Management Council,2016-2017 Presentation Season,Camrose,Alberta,Western,Small Urban,Grant,12000,Multidisciplinary,"['Dance', 'Media Art', 'Music', 'Theatre', 'Comedy', 'Circus']",['Young Audience'],Programming,Series,$8.0K,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Chilliwack Arts & Cultural Centre Society,2016/17 Presentation Season - Multi Year (1 of 2),Chilliwack,British Columbia,Western,Small Urban,Grant,15000,Multidisciplinary,"['Dance', 'Media Art', 'Music', 'Theatre', 'Comedy', 'Circus']","['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Series,$12.0K,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False
2016-2017,SociÃÂ©tÃÂ© pour la promotion d'ÃÂ©vÃÂ©nements culturels du Haut-Richelieu,Programmation artistique saison 2016-2017 et 2017-2018 - Multi Year (1 of 2),Saint-Jean-sur-Richelieu,Quebec,Quebec,Small Urban,Grant,55000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']",['Young Audience'],Programming,Series,$50.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Regina Folk Festival Inc.,"Regina Folk Festival, Regina Folk Festival Concert Series, Regina Folk Festival Workshop Series and RFF Winterfest - Multi Year (2 of 2)",Regina,Saskatchewan,Prairies,Medium Urban,Contribution,105000,Specialized,['Music'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience']",Programming,Festival & Series,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2017-2018,Carrefour mondial de l'accordÃÂ©on ÃÂ  Montmagny,28e Carrefour mondial de l'accordÃÂ©on (2016) et 29e Carrefour mondial de l'accordÃÂ©on (2017) - Multi Year (2 of 2),Montmagny,Quebec,Quebec,Rural,Grant,40000,Specialized,['Music'],['Young Audience'],Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,New Music Concerts,Presentation portion of 2017-2018 concert season,Toronto,Ontario,Ontario,Large Urban,Grant,15000,Specialized,['Music'],['None'],Programming,Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Sage Theatre Society,The IGNITE! Festival for Emerging Artists - Multi Year (1 of 2),Calgary,Alberta,Western,Large Urban,Grant,3600,Specialized,['Theatre'],['None'],Programming,Festival,less than $8.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Ville de La Sarre,L'Abitibi-Ouest vous fait une scÃÂ¨ne! - Multi Year (1 of 3),La Sarre,Quebec,Quebec,Rural,Grant,13000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['None'],Programming,Series,$12.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Le Vieux thÃÂ©ÃÂ¢tre de St-Fabien,Saison 2016,Saint-Fabien,Quebec,Quebec,Remote,Grant,10000,Multidisciplinary,"['Dance', 'Literature', 'Music', 'Theatre']",['Young Audience'],Programming,Series,$8.0K,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Atlin Arts and Music Festival Society,Atlin Arts and Music Festival: Festival 2016 and Festival 2017 - Multi Year (2 of 2),Atlin,British Columbia,Western,Remote,Grant,26000,Multidisciplinary,"['Visual Arts', 'Dance', 'Media Art', 'Music']","['Official Language Minority', 'Young Audience', 'Indigenous Communities']",Programming,Festival,$23.0K,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
2016-2017,City of Spruce Grove (Horizon Stage Performing Arts Centre),2016-17 and 2017-18 Professional Series - Multi Year (1 of 2),Spruce Grove,Alberta,Western,Large Urban,Grant,45000,Multidisciplinary,"['Music', 'Theatre']",['Young Audience'],Programming,Festival & Series,$23.0K,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Ville de New Richmond,Soutien ÃÂ  la programmation 2017-2018 et 2018-2019 - Multi Year (1 of 2),New Richmond,Quebec,Quebec,Remote,Grant,40000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Circus']","['Official Language Minority', 'Young Audience']",Programming,Series,$23.0K,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Musique Royale A Treasury of Music from our Historic Past,A Celebration of Nova Scotia's Musical Heritage - Multi Year (1 of 2),Lunenburg,Nova Scotia,Atlantic,Rural,Grant,22000,Specialized,['Music'],['Young Audience'],Programming,Festival & Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Productions Recto-Verso QuÃÂ©bec inc. (Les),Le Mois Multi 2017 - du 1 au 26 fÃÂ©vrier 2017 / Le Mois Multi 2018 - du 1 au 25 fÃÂ©vrier 2018 - Multi Year (2 of 2),Quebec,Quebec,Quebec,Large Urban,Grant,41000,Specialized,['Media Art'],"['Official Language Minority', 'Young Audience']",Programming,Festival,$23.0K,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Vancouver New Music Society,2015-16 and 2016-17 Season of Activity - Multi Year (2 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,45000,Specialized,['Music'],['None'],Programming,Festival & Series,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,FrancoFolies de MontrÃÂ©al inc. (Les),27e et 28e ÃÂ©dition des FrancoFolies de MontrÃÂ©al (2016 & 2017) - Multi Year (1 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Contribution,175000,Specialized,['Music'],['None'],Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,"Manitoba Arts Network, Inc.",Youth Engagement Program - Multi Year (1 of 2),Winnipeg,Manitoba,Prairies,Large Urban,Contribution,25000,Multidisciplinary,"['Music', 'Dance', 'Theatre', 'Visual Arts']",['None'],Programming,Presenters Support Organization,$23.0K,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2017-2018,British Columbia Touring Council,BC Touring Council Year-Round Activities and Services - Multi Year (1 of 2),Nelson,British Columbia,Western,Remote,Grant,63000,Multidisciplinary,"['Music', 'Dance', 'Theatre']",['None'],Programming,Presenters Support Organization,$50.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Corporation of the City of Guelph,Professional Performing Arts Season 2016-2017 and 2017-2018 - Multi Year (2 of 2),Guelph,Ontario,Ontario,Medium Urban,Grant,60000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Circus']",['Young Audience'],Programming,Series,$50.0K,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,John Arcand Fiddle Fest Inc.,Annual John Arcand Fiddle Fest - Multi Year (2 of 2),Saskatoon,Saskatchewan,Prairies,Large Urban,Grant,15000,Specialized,['Music'],['Indigenous Communities'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-2017,Toronto Summer Music Foundation / La fondation de musique d'ete de Toronto,Toronto Summer Music Festival - Multi Year (2 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,20000,Specialized,['Music'],['None'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Usine C,Saison 2016-2017 et Saison 2017-2018 - Multi Year (2 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,75000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['None'],Programming,Series,$50.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Island Mountain Arts Society,ArtsWells Festival of All Things Art - Multi Year (2 of 2),Wells,British Columbia,Western,Remote,Grant,10000,Specialized,['Music'],['None'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,100570 P.E.I. Inc.,TD PEI Jazz & Blues Festival,Charlottetown,Prince Edward Island,Atlantic,Small Urban,Grant,10000,Specialized,['Music'],['Young Audience'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Sunshine Music Festival Society,Sunshine Music Festival - Multi Year (2 of 2),Powell River,British Columbia,Western,Rural,Grant,6000,Specialized,['Music'],['None'],Programming,Festival,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Carrefour international de thÃÂ©ÃÂ¢tre de QuÃÂ©bec inc.,Carrefour international de thÃÂ©ÃÂ¢tre 2016 et Carrefour international de thÃÂ©ÃÂ¢tre 2017 - Multi Year (2 of 2),Quebec,Quebec,Quebec,Large Urban,Contribution,145000,Specialized,['Theatre'],['Official Language Minority'],Programming,Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,Atlantic Presenters Association Inc.,Atlantic Moves - Multi Year (1 of 2),Charlottetown,Prince Edward Island,Atlantic,Small Urban,Grant,20000,Specialized,['Dance'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Indigenous Communities', 'Rural or Remote Regions']",Development,Festival,$12.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True
2016-2017,Multicultural Theatre Space (MT Space) Inc. (The),Presenting Series 16/17  (Year 1) and IMPACT 17 Theatre Festival/Presenting Series 17/18 - Multi Year (1 of 2),Kitchener,Ontario,Ontario,Large Urban,Grant,25000,Specialized,"['Dance', 'Music', 'Theatre']","['Cultural Diversity', 'Indigenous Communities']",Programming,Festival & Series,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2017-2018,Hamilton Festival Theatre Company,Hamilton Fringe Festival - Multi Year (2 of 2),Hamilton,Ontario,Ontario,Large Urban,Grant,15000,Specialized,['Theatre'],['Young Audience'],Programming,Festival,$12.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
